date,headline,abstract,document_type,type_of_material,news_desk,section_name,subjects
8/17/2015,Accomable: Lessons From an Inspiring Start-Up,A new start-up Accomable seeks to be the “Airbnb for disabled people and anyone with mobility difficulties.”,article,News,Business,Technology,"['Computers and the Internet', 'Disabilities', 'Hotels and Travel Lodgings', 'Travel and Vacations', 'Madipalli, Srin', 'Sibley, Martyn', 'Accomable (Disability Horizons Ltd)', 'One Month Inc']"
8/19/2015,Video of Man Restrained by San Francisco Police Causes Stir,"The video, which was taken on Aug. 4, shows police officers roughly restraining a black man with a prosthetic leg, pinning him to the ground and at points kneeling on the prosthesis.",article,News,National,U.S.,"['Video Recordings, Downloads and Streaming', 'Police Brutality, Misconduct and Shootings', 'San Francisco (Calif)', 'Police Department (San Francisco, Calif)', 'Blacks', 'Black People', 'Prostheses']"
8/21/2015,Feeling the Bass Deep in His Body,"Houzaifa Konditamdé, a native of Burkina Faso, became deaf at age 6, but that did not stop him from dancing. And dancing has helped him begun to carve out a niche since arriving in New York last year.",multimedia,Slideshow,New York,New York,['Deafness']
8/21/2015,A Deaf Dancer From Africa Makes a New Life in New York,"Houzaifa Konditamdé, a native of Burkina Faso, became deaf at age 6, but that did not stop him from dancing, as the photographer Arthur Nazaryan has been documenting since 2014.",article,News,Metro,New York,"['Nazaryan, Arthur', 'Photography', 'Konditamde, Houzaifa', 'Dancing', 'Deafness', 'Bronx (NYC)', 'Burkina Faso', 'House of Justice Deaf Club']"
8/28/2015,Tax-Free Savings Accounts for Disabled Are Expected in 2016,"The plans, known as 529A or Able accounts, are being created in most states and could grow to $100,000 without jeopardizing federal benefits.",article,News,Business,Your Money,"['Disabilities', 'Carrns, Ann', 'Tax Credits, Deductions and Exemptions', 'Savings']"
8/29/2015,Ban Abortion for Down Syndrome?,Readers discuss an Ohio bill that would prohibit women from having abortions after a diagnosis of Down syndrome in the fetus.,article,Letter,Letters,Opinion,"['ABORTION', 'Down Syndrome', 'Law and Legislation', 'Education (K-12)', 'Disabilities', 'North Dakota', 'Ohio']"
8/31/2015,"You Can Reduce Your Blind Spot, a Study Says","After 20 days of repeated stimulation with a waveform, the blind spot of research participants shrunk by about 10 percent.",article,News,Science,Science,"['Blindness', 'Current Biology (Journal)', 'Eyes and Eyesight', 'Macular Degeneration', 'Miller, Paul A']"
9/5/2015,"Adult, Autistic and Ignored",There is virtually no substantive national discussion on the fate of older autistic people like my brother.,article,Op-Ed,OpEd,Opinion,"['Autism', 'Gottlieb, Eli', 'Intellectual Disabilities', 'Group Homes and Supportive Housing']"
9/8/2015,Why There's Disagreement Over Screening Every Child for Autism,"Pediatricians tend to favor universal screening, but a national task force says there is no conclusive evidence to back that position.",article,News,Upshot,The Upshot,"['Autism', 'Children and Childhood', 'Intellectual Disabilities', 'AMERICAN ACADEMY OF PEDIATRICS']"
9/8/2015,Busting the Myths About Disability Fraud,"There's no evidence that fraud is rampant in the disability system — in fact, qualifying for disability is very difficult.",article,News,OpEd,Opinion,"['Disabilities', 'Disability Insurance', 'Elderly', 'Frauds and Swindling', 'Mental Health and Disorders', 'Population', 'Social Security (US)', 'Center on Budget and Policy Priorities', 'House of Representatives', 'Republican Party', 'Senate', 'Social Security Administration']"
9/9/2015,"Daniel N. Durant, Telling Stories With His Hands","Mr. Durant, making his Broadway debut in “Spring Awakening,” on being a deaf actor.",article,News,Arts&Leisure,Theater,"['Durant, Daniel N (Actor)', 'Theater', 'Deafness', 'Spring Awakening (Play)']"
9/10/2015,"In Ridgefield, a Movie Theater With a Lofty Mission",The Prospector Theater was built with a focus on training and employing people with disabilities.,article,News,Metro,New York,"['Prospector Theater (Ridgefield, Conn)', 'Disabilities', 'Ridgefield (Conn)', 'Theaters (Buildings)', 'Movies', 'Jensen, Valerie K (1975- )']"
9/18/2015,"Finders Keepers,' the Story of a Gnarled Leg and the Lives It Altered",The documentary “Finders Keepers” analyzes two North Carolina men who wrangled over an amputated limb.,article,News,Arts&Leisure,Movies,"['Movies', 'Carberry, Bryan (Film Director)', 'Tweel, J Clay', 'Whisnant, Shannon A', 'Wood, John (1965- )', 'Cunningham, Ed (1969- )', 'AMPUTATION', 'Legs', 'Documentary Films and Programs', 'Finders Keepers (Movie)']"
9/23/2015,A Nonagenarian Groper,"Metropolitan Diary: A 92-year-old woman, blind in her right eye, was searching for her handbag in the doctor's office and felt something odd.",article,News,Metro,New York,"['Blindness', 'Doctors', 'Elderly', 'Handbags and Purses', 'Sexual Harassment', 'New York City']"
9/25/2015,Review: 'Mission to Lars' Follows Siblings' Quest to Fulfill Their Disabled Brother's Dream,"This documentary focuses on a man with fragile X syndrome whose lifelong wish has been to meet Lars Ulrich, the drummer for Metallica.",article,Review,Weekend,Movies,"['Movies', 'Moore, James (Film Director)', 'Spicer, William (Film Director)', 'Disabilities', 'Ulrich, Lars', 'Documentary Films and Programs', 'Metallica (Music Group)', 'Mission to Lars (Movie)']"
9/25/2015,Review: 'Becoming Bulletproof' Follows a Group of Disabled Adults in a Film Within a Film,"Besides the usual ordeals of moviemaking — missed lines, bad cues — Michael Barnett, the documentary's director, looked at the cast and crew's friendships and struggles.",article,Review,Weekend,Movies,"['Movies', 'Barnett, Michael', 'Documentary Films and Programs', 'Disabilities', 'Becoming Bulletproof (Movie)']"
9/26/2015,Edie Jackson: Signer With the Band,Ms. Jackson performs alongside Widespread Panic and a few other bands interpreting lyrics and music for fans who are deaf or hard of hearing.,article,News,SundayBusiness,Job Market,"['Jackson, Edie (1971- )', 'Deafness', 'Translation and Interpreters', 'Sign Language', 'Music', 'Careers and Professions', 'Widespread Panic (Music Group)']"
9/28/2015,Spring Awakening' Returns,Scenes from Deaf West Theater's Broadway production.,multimedia,Slideshow,Theater,Theater,"['Theater', 'Deafness', 'Deaf West Theater Co', 'Durant, Daniel N (Actor)', 'Spring Awakening (Play)', 'Arden, Michael (1982- )']"
9/28/2015,Review: 'Spring Awakening' by Deaf West Theater Brings a New Sensation to Broadway,Any qualms anyone might have about this being a premature revival will vanish when the cast of both hearing and deaf actors floods the stage.,article,Review,Culture,Theater,"['Theater', 'Deaf West Theater Co', 'Sater, Steven', 'Sheik, Duncan', 'Arden, Michael (1982- )', 'Deafness', 'Spring Awakening (Play)']"
10/2/2015,"Lights, Gestures, Action! How to Stage a Broadway Musical With Deaf Actors",A new production of “Spring Awakening” from Deaf West Theater prompted a burst of theatrical innovation.,article,News,Arts&Leisure,Theater,"['Theater', 'Deaf West Theater Co', 'Deafness', 'Arden, Michael (1982- )', 'Sater, Steven', 'Sheik, Duncan', 'Spring Awakening (Play)']"
10/2/2015,Signs of 'Spring Awakening',"Treshelle Edmond, one of the deaf actors in the Broadway musical, talks about her journey to the stage.",multimedia,Video,Culture,Theater,"['Theater', 'Edmond, Treshelle (1990- )', 'Deafness', 'Deaf West Theater Co', 'Sign Language', 'Spring Awakening (Play)', 'ACTORS AND ACTRESSES']"
10/5/2015,Campuses Debate Rising Demands for 'Comfort Animals',Many colleges are figuring out how to field increasing requests from students with psychiatric diagnoses for so-called emotional support animals.,article,News,National,Health,"['Hoffman, Jan', 'Service Dogs and Other Animals', 'Disabilities', 'Colleges and Universities', 'Pets', 'Anxiety and Stress', 'Dormitories', 'Mental Health and Disorders', ""St Mary's College of Maryland""]"
10/5/2015,The Best Kind of Roommate,"St. Mary's College of Maryland began allowing “comfort animals” on campus for students who experience mental health issues such as anxiety, depression or panic attacks.",multimedia,Slideshow,Health,Health,"['Service Dogs and Other Animals', 'Disabilities', 'Cats', 'Dormitories', 'Colleges and Universities', 'Mental Health and Disorders', ""St Mary's College of Maryland""]"
10/7/2015,Stray Bullet,This short documentary follows a mother's devotion after her 11-year-old daughter is struck by a stray bullet in New York City.,multimedia,Video,Opinion,Opinion,"['Mazyck, Tayloni', 'Documentary Films and Programs', 'Disabilities', 'Bedford-Stuyvesant (Brooklyn, NY)', 'Harlem (Manhattan, NY)', 'Assaults']"
10/7/2015,Stray Bullet',This short documentary portrays a mother's devotion after her young daughter is paralyzed by a stray bullet in New York City.,article,Op-Ed,OpEd,Opinion,"['Harlem (Manhattan, NY)', 'Disabilities', 'Bedford-Stuyvesant (Brooklyn, NY)', 'Assaults']"
10/14/2015,"Hearing, and Listening","My deaf father didn't say goodbye, but when my surrogate old man was dying we let go through a series of phone calls.",article,News,OpEd,Opinion,"['Deafness', 'Death and Dying']"
10/19/2015,Brooklyn Mother Fights for Changes After Disabled Son Misses Graduation by One Point,"New York State students who come within three points of passing a Regents exam can appeal in certain cases, but that option isn't available to some disabled students.",article,News,Metro,New York,"['Education (K-12)', 'Disabilities', 'Tests and Examinations', 'Special Education', 'Grading of Students', 'Learning Disabilities', 'Intellectual Disabilities', 'De Vito, Laurie', 'Cunningham, Dylan', 'Tisch, Merryl H', 'Cashin, Kathleen M', 'Elia, MaryEllen (1948- )', 'Bay Ridge Prep (Brooklyn, NY)', 'New York State']"
10/20/2015,The Strange Case of Anna Stubblefield,She told the family of a severely disabled man that she could help him to communicate with the outside world. The relationship that followed would lead to a criminal trial.,article,News,Magazine,Magazine,"['Stubblefield, Anna (1969- )', 'Engber, Daniel', 'Cerebral Palsy', 'Sex Crimes', 'Abuse of the Disabled', 'Intellectual Disabilities', 'Disabilities', 'Special Education', 'Biklen, Douglas (1945- )', 'Crossley, Rosemary (1945- )', 'McDonald, Anne (1961-2010)', 'Shane, Howard C (1947- )']"
10/22/2015,Ask Well: A Cure for Macular Degeneration?,"There is not yet a cure for macular degeneration, the leading cause of blindness in the United States, but treatments are getting better.",article,News,Science,Health,"['Blindness', 'Eyes and Eyesight', 'Macular Degeneration', 'Vitamins']"
10/22/2015,Sesame Street Has a New Character With Autism. Will Kids Without It Ever See Her?,Sesame Street's new character isn't yet planned to appear on its mainstream broadcast program.,article,News,Styles,U.S.,"['Autism', 'Children and Childhood', 'Disabilities', 'Elmo (Fictional Character)', 'Parenting', 'Sesame Workshop']"
10/26/2015,Many Schools Failing on Type 1 Diabetes Care,"In many instances, schools are not carrying out their obligation to provide care for children with Type 1 diabetes, which puts a burden on parents.",article,News,Science,Health,"['Diabetes', 'Saint Louis, Catherine', 'Education (K-12)', 'Children and Childhood', 'Discrimination', 'Disabilities', 'Teenagers and Adolescence', 'AMERICAN DIABETES ASSN']"
10/29/2015,"Where Puzzles Often Persist, One Was Solved","In New York City, problems big and small can seem nearly impossible to resolve, but this time, the city bureaucracy seems to have fixed one, helping its citizens who rely on wheelchairs.",article,News,Metro,New York,"['Dwyer, Jim', 'Disabilities', 'Emergency Medical Treatment', 'New York City', 'Accidents and Safety', 'Traffic Accidents and Safety', 'Police Department (NYC)', 'Mendez, Martha (1958- )']"
11/2/2015,Fake Cover Letters Expose Discrimination Against Disabled,"Employers were less likely to respond to applicants who said they had a disability, researchers show.",article,News,Business,The Upshot,"['Disabilities', 'Hiring and Promotion', 'Discrimination', 'Research', 'Labor and Jobs']"
11/6/2015,A Long Engagement,"In the country formerly known as Burma, a marriage that never was.",article,News,Magazine,Magazine,"['Myanmar', 'Craig, Charmaine', 'Disabilities', 'Marriages', 'Paralysis']"
11/7/2015,"The Doctor Who Saved 100,000 Eyes",Nicholas Kristof travels to Nepal to meet an ophthalmologist who may have cured more people of blindness than anyone in history.,multimedia,Video,Opinion,Opinion,"['Kristof, Nicholas D', 'Nepal', 'Blindness']"
11/7/2015,"In 5 Minutes, He Lets the Blind See","A Nepali ophthalmologist who pioneered a $25 operation to remove cataracts has restored sight to more than 100,000 people.",article,Op-Ed,OpEd,Opinion,"['Blindness', 'Kristof, Nicholas D', 'Ruit, Sanduk', 'Nepal', 'Surgery and Surgeons', 'Eyes and Eyesight', 'Cataracts']"
11/10/2015,Disabled Job Seekers,The Kessler Foundation writes that “improving the employment outlook hinges on strategies that change employer attitudes.”,article,Letter,Letters,Opinion,"['Disabilities', 'Labor and Jobs']"
11/10/2015,Opening Eyes,"On my Win a Trip journey with Nicholas Kristof, I saw the miracles performed by Dr. Sanduk Ruit and Dr. Geoffrey Tabin at their cataract surgery camp in Nepal.",article,News,OpEd,Opinion,"['Blindness', 'Cataracts', 'Eyes and Eyesight', 'Surgery and Surgeons', 'Kristof, Nicholas D', 'Nepal']"
